Investigator,,Time (s),Electrode,Amplitude (mV)
Recording Name,D18_POSTsiembre_P1_B2_(I),00035.212960,B2_22,0.02
Description,,00070.948720,B2_31,0.027
Maestro Edge (Maestro-091) Settings,,00074.017200,B2_22,0.021
   Original File Time,04/23/2024 11:49:19,00074.196160,B2_21,0.024
   Sampling Frequency,12.5 kHz,00076.515840,B2_22,0.02
   Voltage Scale,-5.484861781483107E-08 V/sample,00077.447200,B2_21,0.022
   Experiment Start Time,04/23/2024 11:30:21,00080.909600,B2_21,0.022
   Referencing Method,Median,00080.909680,B2_31,0.021
   Analog Mode Setting,Neural Spikes,00081.207200,B2_22,0.025
   Plate Type,CytoView MEA 24,00082.948080,B2_22,0.022
   Digital Low Pass Filter,3 kHz Kaiser Window,00083.941120,B2_21,0.024
   Digital High Pass Filter,200 Hz IIR,00084.145760,B2_31,0.023
   Temperature Set Point,37.0 Degrees C,00087.395200,B2_31,0.03
   Current Temperature,37.1 Degrees C,00090.642560,B2_21,0.023
   Heater Power,On,00100.179200,B2_21,0.026
   Legacy Heating Mode,Off,00100.179360,B2_31,0.034
   Barcode Plate Type,TwentyFourWell,00100.393840,B2_31,0.028
   Plate Serial Number,114-3632,00100.393920,B2_21,0.024
   CO2 Conc. Set Point,5.0 %,00100.396080,B2_31,0.014
   Actual CO2 Conc.,4.9 %,00103.429040,B2_21,0.026
   Gas Mixer Status,Regulating,00103.429040,B2_31,0.031
   AxIS Version,3.10.3.6,00103.640880,B2_21,0.03
   Maestro Edge (Maestro-091) Firmware,3.6.2.2,00103.640960,B2_31,0.03
   Maestro Edge (Maestro-091) BioCore Version,BioCore 4B,00106.662960,B2_31,0.021
,,00106.663040,B2_21,0.028
Spike Detector Settings,,00106.872080,B2_21,0.027
   Method,Adaptive Threshold Crossing,00106.872080,B2_31,0.023
   Threshold,6,00109.902880,B2_21,0.034
   Threshold Status,Variable,00109.902960,B2_31,0.023
   Threshold Crossing Only,True,00110.100800,B2_21,0.022
   Pre-Spike Duration,0.84 ms,00110.100880,B2_31,0.022
   Post-Spike Duration,2.16 ms,00113.130720,B2_21,0.029
   Coincident Event Filter,Default (Well),00113.130800,B2_31,0.026
   Coincidence Occurrence Threshold,4 Electrodes,00113.131280,B2_41,0.009
   Coincidence Event Window,80 µs,00113.333760,B2_21,0.026
   Allow Sample Overlap,false,00115.118640,B2_22,0.019
